,Link to PDF,Dates of Breach,Name of Entity,State Reported
191,https://www.doj.nh.gov/consumer/security-breaches/documents/avention-20160509.pdf,"May 09, 2016","Avention, ",New Hampshire
192,https://www.doj.nh.gov/consumer/security-breaches/documents/avia-20111014.pdf,"October 14, 2011","Avia, ",New Hampshire
193,https://www.doj.nh.gov/consumer/security-breaches/documents/aw-hastings-20111208.pdf,"December 08, 2011","A.W. Hastings & Co., LLC ",New Hampshire
194,https://www.doj.nh.gov/consumer/security-breaches/documents/bae-systems-20150604.pdf,"June 04, 2015","BAE Systems, ",New Hampshire
195,https://www.doj.nh.gov/consumer/security-breaches/documents/babson-college-20170131.pdf,"January 31, 2017","Babson College, ",New Hampshire
196,https://www.doj.nh.gov/consumer/security-breaches/documents/babson-college-20130717.pdf,"July 17, 2013","Babson College, ",New Hampshire
197,https://www.doj.nh.gov/consumer/security-breaches/documents/backcountry-edge-20181205.pdf,"December 05, 2018","Backcountry Edge, Inc., ",New Hampshire
198,https://www.doj.nh.gov/consumer/security-breaches/documents/bacon-company-20170316.pdf,"March 16, 2017","Bacon & Company CPAs, LLC, ",New Hampshire
199,https://www.doj.nh.gov/consumer/security-breaches/documents/bailyes-online-20160314.pdf,"March 14, 2016","BaileysOnline.com, ",New Hampshire
200,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20171205.pdf,"December 05, 2017","Bank of the West, ",New Hampshire
201,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20150324.pdf,"March 24, 2015","Bank of the West, ",New Hampshire
202,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20140205.pdf,"February 05, 2014","Bank of the West, ",New Hampshire
203,https://www.doj.nh.gov/consumer/security-breaches/documents/bank-tokyo-mitsubishi-20130911.pdf,"September 11, 2013","Bank of Tokyo-Mitsubishi UFJ Ltd., The, ",New Hampshire
204,https://www.doj.nh.gov/consumer/security-breaches/documents/banker-benefits20070630.pdf,"June 30, 2007","Banker Benefits, ",New Hampshire
205,https://www.doj.nh.gov/consumer/security-breaches/documents/banner-health-20160803.pdf,"August 03, 2016","Banner Health, ",New Hampshire
206,https://www.doj.nh.gov/consumer/security-breaches/documents/barbecue-renew-20150116.pdf,"January 16, 2015","Barbecue Renew, ",New Hampshire
207,https://www.doj.nh.gov/consumer/security-breaches/documents/bare-escentuals-20101101.pdf,"November 01, 2010","Bare Escentuals, ",New Hampshire
208,https://www.doj.nh.gov/consumer/security-breaches/documents/barnes-noble-20121024.pdf,October 24 2012,"Barnes & Noble Booksellers, Inc. ",New Hampshire
209,https://www.doj.nh.gov/consumer/security-breaches/documents/bartell-hotels-20140912.pdf,"September 12, 2014","Bartell Hotels, ",New Hampshire
210,https://www.doj.nh.gov/consumer/security-breaches/documents/batteries-20090518.pdf,"May 18, 2009","Batteries.com, ",New Hampshire
211,https://www.doj.nh.gov/consumer/security-breaches/documents/baxter-20080711.pdf,"July 11, 2008","Baxter International, Inc., ",New Hampshire
212,https://www.doj.nh.gov/consumer/security-breaches/documents/bayard-max-20150911.pdf,"September 11, 2015","Bayard, Dr. Max B., ",New Hampshire
213,https://www.doj.nh.gov/consumer/security-breaches/documents/baylor-health-care-20081103.pdf,"November 03, 2008","Baylor Health Care Systems, ",New Hampshire
214,https://www.doj.nh.gov/consumer/security-breaches/documents/baylor-college-20171108.pdf,"November 08, 2017","Baylor College of Medicine, ",New Hampshire
215,https://www.doj.nh.gov/consumer/security-breaches/documents/baylor-college-20161130.pdf,"November 30, 2016","Baylor College of Medicine, ",New Hampshire
216,https://www.doj.nh.gov/consumer/security-breaches/documents/beachbody-20180301.pdf,"March 01, 2018","Beachbody, LLC., ",New Hampshire
217,https://www.doj.nh.gov/consumer/security-breaches/documents/beachbody-20130523.pdf,"May 23, 2013","Beachbody, LLC., ",New Hampshire
218,https://www.doj.nh.gov/consumer/security-breaches/documents/beam-global-spirits-20090615.pdf,"June 15, 2009","Beam Global Spirits, ",New Hampshire
219,https://www.doj.nh.gov/consumer/security-breaches/documents/bebe-20141205.pdf,"December 05, 2014","bebe, ",New Hampshire
220,https://www.doj.nh.gov/consumer/security-breaches/documents/bed-bath-beyond-20180213.pdf,"February 13, 2018","Bed Bath & Beyond, Inc., ",New Hampshire
221,https://www.doj.nh.gov/consumer/security-breaches/documents/bed-bath-beyond-20131122.pdf,"November 22, 2013","Bed Bath & Beyond, Inc., ",New Hampshire
222,https://www.doj.nh.gov/consumer/security-breaches/documents/bedrock-manufacturing-20170714.pdf,"July 14, 2017","Bedrock Manufacturing Company, ",New Hampshire
223,https://www.doj.nh.gov/consumer/security-breaches/documents/beecher-carlson-20181218.pdf,"December 18, 2018","Beecher Carlson,   ",New Hampshire
224,https://www.doj.nh.gov/consumer/security-breaches/documents/behavioral-science-20160422.pdf,"April 22, 2016","Behavioral Science Technology, Inc., ",New Hampshire
225,https://www.doj.nh.gov/consumer/security-breaches/documents/beigene-20180921.pdf,"September 24, 2018","BeiGene, Ltd., ",New Hampshire
226,https://www.doj.nh.gov/consumer/security-breaches/documents/beijing-center-20091211.pdf,"December 11, 2009","Beijing Center, The, ",New Hampshire
227,https://www.doj.nh.gov/consumer/security-breaches/documents/bell-helicopter-20140131.pdf,"January 31, 2014","Bell Helicopter, ",New Hampshire
228,https://www.doj.nh.gov/consumer/security-breaches/documents/bell-helicopter-training-20130809.pdf,"August 09, 2013","Bell Helicopter's Training Academy, ",New Hampshire
229,https://www.doj.nh.gov/consumer/security-breaches/documents/bellacor-20120822.pdf,"August 22, 2012","Bellacor.com, Inc., ",New Hampshire
230,https://www.doj.nh.gov/consumer/security-breaches/documents/belmont-instrument-20181205.pdf,"November 30, 2018","Belmont Instrument, LLC, ",New Hampshire
231,https://www.doj.nh.gov/consumer/security-breaches/documents/bel-usa-20181226.pdf,"December 26, 2018","Bel USA, LLC,   ",New Hampshire
232,https://www.doj.nh.gov/consumer/security-breaches/documents/benchmade-knife-20181226.pdf,"December 26, 2018","Benchmade Knife Co., Inc.,  ",New Hampshire
233,https://www.doj.nh.gov/consumer/security-breaches/documents/benchmark-20170224.pdf,"February 24, 2017","Benchmark, ",New Hampshire
234,https://www.doj.nh.gov/consumer/security-breaches/documents/benchmark-20160622.pdf,"June 22, 2016","Benchmark Senior Living, ",New Hampshire
235,https://www.doj.nh.gov/consumer/security-breaches/documents/benchmark-20131029.pdf,"October 29, 2013","Benchmark Senior Living, ",New Hampshire
236,https://www.doj.nh.gov/consumer/security-breaches/documents/benefit-concepts-20100903.pdf,"September 03, 2010","Benefit Concepts, ",New Hampshire
237,https://www.doj.nh.gov/consumer/security-breaches/documents/benjamin-edwards-20140715.pdf,"July 15, 2014","Benjamin F. Edwards & Co., ",New Hampshire
238,https://www.doj.nh.gov/consumer/security-breaches/documents/benjamin-edwards-20140627.pdf,"June 27, 2014","Benjamin F. Edwards & Co., ",New Hampshire
239,https://www.doj.nh.gov/consumer/security-breaches/documents/ben-lynch-20181217.pdf,"December 17, 2018","Dr. Ben Lynch, LLC,   ",New Hampshire
240,https://www.doj.nh.gov/consumer/security-breaches/documents/bennington-rutland-20171206.pdf,"December 06, 2017","Bennington-Rutland Supervisory Union, ",New Hampshire
241,https://www.doj.nh.gov/consumer/security-breaches/documents/bentley-university-20170221.pdf,"February 21, 2017","Bentley University, ",New Hampshire
242,https://www.doj.nh.gov/consumer/security-breaches/documents/berard-20170406.pdf,"April 06, 2017","Berard & Associates, CPAs PC, ",New Hampshire
243,https://www.doj.nh.gov/consumer/security-breaches/documents/berenter-jay-scott-20170125.pdf,"January 25, 2017","Berenter, Jay Scott, ",New Hampshire
244,https://www.doj.nh.gov/consumer/security-breaches/documents/berg-20170321.pdf,"March 21, 2017","Berg LLC, ",New Hampshire
245,https://www.doj.nh.gov/consumer/security-breaches/documents/berkeley-college-20170206.pdf,"February 06, 2017","Berkeley College, ",New Hampshire
246,https://www.doj.nh.gov/consumer/security-breaches/documents/berkeley-heartlab-20111031.pdf,"October 31, 2011","Berkeley HeartLab, ",New Hampshire
247,https://www.doj.nh.gov/consumer/security-breaches/documents/berteslmann-20080203.pdf,"February 03, 2007","Berteslmann, Inc. and Towers Perrin, ",New Hampshire
248,https://www.doj.nh.gov/consumer/security-breaches/documents/best-buy-20180413.pdf,"April 13, 2018","Best Buy, ",New Hampshire
249,https://www.doj.nh.gov/consumer/security-breaches/documents/best-buy-20090202.pdf,"February 02, 2009","Best Buy, ",New Hampshire
250,https://www.doj.nh.gov/consumer/security-breaches/documents/betterbee-websitepipeline-20150316.pdf,"March 16, 2015","Betterbee WebSitePipeline, ",New Hampshire
251,https://www.doj.nh.gov/consumer/security-breaches/documents/beverages-20181218.pdf,"December 18, 2018","Beverages & More, Inc.,   ",New Hampshire
252,https://www.doj.nh.gov/consumer/security-breaches/documents/bh-equities-20160401.pdf,"April 01, 2016","BH Equities, LLC, ",New Hampshire
253,https://www.doj.nh.gov/consumer/security-breaches/documents/big-bend-bank-20111014.pdf,"October 14, 2011","Big Bend Banks, N.A., ",New Hampshire
254,https://www.doj.nh.gov/consumer/security-breaches/documents/big-fish-games-20150210.pdf,"February 10, 2015","Big Fish Games Inc., ",New Hampshire
255,https://www.doj.nh.gov/consumer/security-breaches/documents/bigfoot-gun-belts-20180323.pdf,"March 23, 2018","Bigfoot Gun Belts, ",New Hampshire
256,https://www.doj.nh.gov/consumer/security-breaches/documents/big-y-20161013.pdf,"October 13, 2016","Big Y Foods, Inc., ",New Hampshire
257,https://www.doj.nh.gov/consumer/security-breaches/documents/bill-dube-20090108.pdf,"December 05, 2008","Bill Dube Ford Toyota, ",New Hampshire
258,https://www.doj.nh.gov/consumer/security-breaches/documents/bill-dube-20081205.pdf,"January 08, 2009","Bill Dube Hyundai, ",New Hampshire
259,https://www.doj.nh.gov/consumer/security-breaches/documents/bill-melinda-gates-20120823.pdf,"August 23, 2012","Bill & Melinda Gates Foundation, ",New Hampshire
260,https://www.doj.nh.gov/consumer/security-breaches/documents/bimbo-bakeries-20120502.pdf,"May 02, 2012","Bimbo Bakeries USA, ",New Hampshire
261,https://www.doj.nh.gov/consumer/security-breaches/documents/biolase-20080619.pdf,"June 19, 2007","Biolase, ",New Hampshire
262,https://www.doj.nh.gov/consumer/security-breaches/documents/biomedical-20170313.pdf,"March 13, 2017","Biomedical Systems Corp., ",New Hampshire
263,https://www.doj.nh.gov/consumer/security-breaches/documents/bio-rad-20180404.pdf,"April 04, 2018","Bio-Rad Laboratories, Inc., ",New Hampshire
264,https://www.doj.nh.gov/consumer/security-breaches/documents/biomarin-20181113.pdf,,"BioMarin Pharmaceutical Inc. (""BioMarin"")",New Hampshire
265,https://www.doj.nh.gov/consumer/security-breaches/documents/birch-communications-20160825.pdf,"August 25, 2016","Birch Communications, ",New Hampshire
266,https://www.doj.nh.gov/consumer/security-breaches/documents/bishop-company-20170809.pdf,"August 09, 2017","Bishop Company, LLC, The, ",New Hampshire
267,https://www.doj.nh.gov/consumer/security-breaches/documents/bjs-20120402.pdf,"April 02, 2012","BJ's Wholesale Club, ",New Hampshire
268,https://www.doj.nh.gov/consumer/security-breaches/documents/bjs-wholesale-20080115.pdf,"January 15, 2008","BJ's Wholesale Club, ",New Hampshire
269,https://www.doj.nh.gov/consumer/security-breaches/documents/bjl-cleaning-20150501.pdf,"May 01, 2015","BJL Cleaning Corporation d/b/a Champion Cleaning, ",New Hampshire
270,https://www.doj.nh.gov/consumer/security-breaches/documents/blevins-20170519.pdf,"May 19, 2017","Blevins, Inc. (Michael T), ",New Hampshire
271,https://www.doj.nh.gov/consumer/security-breaches/documents/bloomreach-20160419.pdf,"April 19, 2016","BloomReach, Inc., ",New Hampshire
272,https://www.doj.nh.gov/consumer/security-breaches/documents/blue-beacon-20180406.pdf,"April 06, 2018","Blue Beacon International, ",New Hampshire
273,https://www.doj.nh.gov/consumer/security-breaches/documents/premera-blue-cross-20150504.pdf,"May 04, 2015","Blue Cross Blue Shield of Massachusetts, ",New Hampshire
274,https://www.doj.nh.gov/consumer/security-breaches/documents/blue-cross-20140718.pdf,"July 18, 2014","Blue Cross Blue Shield of Michigan, ",New Hampshire
275,https://www.doj.nh.gov/consumer/security-breaches/documents/blue-cross-20101015.pdf,"October 15, 2010","Blue Cross Blue Shield of Tennessee, ",New Hampshire
276,https://www.doj.nh.gov/consumer/security-breaches/documents/blue-cross-20100331.pdf,"March 31, 2010","Blue Cross Blue Shield of Tennessee, ",New Hampshire
277,https://www.doj.nh.gov/consumer/security-breaches/documents/blue-mountain-community-20141201.pdf,"December 01, 2014","Blue Mountain Community Foundation, ",New Hampshire
278,https://www.doj.nh.gov/consumer/security-breaches/documents/blue-springs-20180718.pdf,"July 18, 2018","Blue Springs Family Care, PC, ",New Hampshire
279,https://www.doj.nh.gov/consumer/security-breaches/documents/bluegrass-credit-union-20140522.pdf,"May 22, 2014","Bluegrass Community Federal Credit Union, ",New Hampshire
280,https://www.doj.nh.gov/consumer/security-breaches/documents/bluegreen-20070917.pdf,"September 17, 2007","Bluegreen Corporation, ",New Hampshire
281,https://www.doj.nh.gov/consumer/security-breaches/documents/bluestem-brands-20170508.pdf,"May 08, 2017","Bluestem Brands, Inc., ",New Hampshire
282,https://www.doj.nh.gov/consumer/security-breaches/documents/bluestem-20170413.pdf,"April 13, 2017","Bluestem Brands, Inc., ",New Hampshire
283,https://www.doj.nh.gov/consumer/security-breaches/documents/bob-ward-20121023.pdf,"October 23, 2012","Bob Ward & Sons, Inc., ",New Hampshire
284,https://www.doj.nh.gov/consumer/security-breaches/documents/bodies-of-america-20181024.pdf,"October 24, 2018","Bodies of America, ",New Hampshire
285,https://www.doj.nh.gov/consumer/security-breaches/documents/boeing-20170209.pdf,"February 09, 2017","Boeing Company, ",New Hampshire
286,https://www.doj.nh.gov/consumer/security-breaches/documents/boise-cascade-20171116.pdf,"November 16, 2017","Boise Cascade Company, ",New Hampshire
287,https://www.doj.nh.gov/consumer/security-breaches/documents/bombas-20180831.pdf,"August 31, 2018","Bombas, LLC, ",New Hampshire
288,https://www.doj.nh.gov/consumer/security-breaches/documents/bombas-20180518.pdf,"May 18, 2018","Bombas, LLC, ",New Hampshire
289,https://www.doj.nh.gov/consumer/security-breaches/documents/boomerang-tags-20140425.pdf,"April 25, 2014","Boomerang Tags, ",New Hampshire
290,https://www.doj.nh.gov/consumer/security-breaches/documents/borden-perlman-20161010.pdf,"October 10, 2016","Borden Perlman Insurance, ",New Hampshire
291,https://www.doj.nh.gov/consumer/security-breaches/documents/boston-biomedical-20180611.pdf,"June 11, 2018","Boston Biomedical, Inc., ",New Hampshire
292,https://www.doj.nh.gov/consumer/security-breaches/documents/boston-teachers-union-20130624.pdf,"June 24, 2013","Boston Teachers Union Health and Welfare Fund, ",New Hampshire
293,https://www.doj.nh.gov/consumer/security-breaches/documents/boston-university-20090817.pdf,"August 17, 2009","Boston University, ",New Hampshire
294,https://www.doj.nh.gov/consumer/security-breaches/documents/boulrice-wood-20170210.pdf,"February 10, 2017","Boulrice & Wood, CPAs, PC, ",New Hampshire
295,https://www.doj.nh.gov/consumer/security-breaches/documents/boys-girls-club-20180326.pdf,"March 26, 2018","Boys & Girls Club of Wake County, ",New Hampshire
296,https://www.doj.nh.gov/consumer/security-breaches/documents/boys-town-20180720.pdf,"July 20, 2018","Boys Town National Research Hospital, ",New Hampshire
297,https://www.doj.nh.gov/consumer/security-breaches/documents/bozeman-20180716.pdf,"July 16, 2018","Bozeman, Montana (City of), ",New Hampshire
298,https://www.doj.nh.gov/consumer/security-breaches/documents/brandywine-pediatrics-20161223.pdf,"December 23, 2016","Brandywine Pediatrics PA, ",New Hampshire
299,https://www.doj.nh.gov/consumer/security-breaches/documents/brazos-higher-education-20171221.pdf,"December 21, 2017","Brazos Higher Education Service Corporation, Inc., ",New Hampshire
