,Date Notice Provided to Consumers,Dates of Breach,Name of Entity,Individuals Affected,State Reported
308,2016-12-21,,HarrisHardyJohnstonePC,Unknown (2 in Indiana),Indiana
309,2017-07-24,2016-08-10,"HartzHotelServices,Inc.",2656 (9 in Indiana),Indiana
310,2017-07-13,2016-06-01,HarvestBibleChapeld/b/aWalkintheWordMinistries,13961 (552 in Indiana),Indiana
311,2017-03-30,,"HarveysIowaManagementCompany,Inc.andHarveysBRManagementCompany,Inc.",45 (3 in Indiana),Indiana
312,2017-03-28,2017-01-01,HealthDimensionsGroup,1754 (1 in Indiana),Indiana
313,2017-07-21,2016-08-10,HeathmanHotel,202 (1 in Indiana),Indiana
314,2017-03-27,2017-02-13,"HighPowerTechnicalServices,Inc.",541 (139 in Indiana),Indiana
315,2017-04-25,2017-02-21,HillCountryMemorialHospital,8449 (6 in Indiana),Indiana
316,2017-06-20,2016-11-09,HomePointFinancialCorporation,32642 (374 in Indiana),Indiana
317,2017-01-25,2016-11-15,HonorFlightNewEngland,649 (1 in Indiana),Indiana
318,2017-08-30,2017-05-04,HorseshoeCasinoHammond,288 (14 in Indiana),Indiana
319,2017-09-08,2017-03-08,HospitalHousekeepingSystem,1058 (2 in Indiana),Indiana
320,2017-05-26,2017-05-09,HRBTaxGroupInc,63 (1 in Indiana),Indiana
321,2017-03-10,,HutchinsonandBloodgoodLLP,Unknown (30 in Indiana),Indiana
322,2017-08-07,2016-09-27,"HyattCentricTheLoopChicago,Illinois",Unknown (117 in Indiana),Indiana
323,2017-01-27,2017-01-23,"HycorBiomedical,LLC",105 (3 in Indiana),Indiana
324,2017-09-07,,"ICCIndustries,Inc.",4997 (1451 in Indiana),Indiana
325,2017-09-06,2017-09-01,IDEM-SecurityBreach,1 (1 in Indiana),Indiana
326,2017-03-09,2016-10-01,ILKB LLC,800 (8 in Indiana),Indiana
327,2017-04-18,2016-10-01,ILKB LLC,26362 (173 in Indiana),Indiana
328,2017-05-23,2017-02-26,"Incipio,LLC",68226 (1076 in Indiana),Indiana
329,2017-01-20,2016-03-13,IndependentCareHealthPlan,7486 (4 in Indiana),Indiana
330,2017-01-20,2017-01-20,Indiana Department of Natural Resources,1 (1 in Indiana),Indiana
331,2017-02-09,2016-12-19,"IndianaAssociationofHomesandServicesfortheAging,Inc.d/b/aLeadingAgeIndiana",75 (65 in Indiana),Indiana
332,2017-04-10,2017-04-07,IndianaBureauofMotorVehicles,1 (1 in Indiana),Indiana
333,2017-08-11,2017-08-08,IndianaBureauofMotorVehicles,2 (2 in Indiana),Indiana
334,2017-08-10,2017-08-10,IndianaBureauofMotorVehicles,2 (2 in Indiana),Indiana
335,2017-06-15,2017-05-30,IndianaBureauofMotorVehicles,1 (1 in Indiana),Indiana
336,2017-06-23,2017-05-26,IndianaBureauofMotorVehicles,1 (1 in Indiana),Indiana
337,2017-08-07,2017-08-04,IndianaBureauofMotorVehicles,1 (1 in Indiana),Indiana
338,2017-06-06,2017-05-31,IndianaBureauofMotorVehicles,1 (1 in Indiana),Indiana
339,2017-08-10,2017-08-08,IndianaBureauofMotorVehicles,1 (1 in Indiana),Indiana
340,2017-06-06,2017-05-13,IndianaBureauofMotorVehicles,1 (1 in Indiana),Indiana
341,2017-01-11,2017-01-05,IndianaBureauofMotorVehicles,1 (1 in Indiana),Indiana
342,2017-08-22,2007-09-20,IndianaDepartmentofEnvironmentalManagement,2 (2 in Indiana),Indiana
343,2017-02-14,2017-01-30,IndianaDepartmentofEnvironmentalManagement,1 (1 in Indiana),Indiana
344,2017-03-10,2017-02-24,IndianaDepartmentofRevenue,2 (2 in Indiana),Indiana
345,2017-06-30,2016-08-09,IndianaDepartmentofWorkforceDevelopment,2 (2 in Indiana),Indiana
346,2017-09-15,2016-09-06,IndianaDepartmentofWorkforceDevelopment,26 (26 in Indiana),Indiana
347,2017-03-29,2017-02-15,IndianaFurniture,Unknown (374 in Indiana),Indiana
348,2017-02-14,2017-01-17,IndianaProfessionalLicensingAgency,1 (1 in Indiana),Indiana
349,2017-09-06,2017-08-31,IndianaPublicRetirementSystem,1 (1 in Indiana),Indiana
350,2017-04-14,2017-03-29,IndianaUniversityHealth,1 (1 in Indiana),Indiana
351,2017-04-14,2017-03-17,IndianaUniversityHealth,1 (1 in Indiana),Indiana
352,2017-05-12,2016-11-14,"IndigoWild,LLC",22077 (524 in Indiana),Indiana
353,2017-09-01,2017-05-26,InfiniteComputerSolutionsInc.,650 (5 in Indiana),Indiana
354,2017-04-07,,"Ingram,Overholt&Bean,P.C.",400 (4 in Indiana),Indiana
355,2017-03-14,2017-02-27,InMomentInc.,246 (1 in Indiana),Indiana
356,2017-02-21,2017-02-03,"InterMountainManagement,LLC",3918 (1 in Indiana),Indiana
357,2016-12-30,2016-10-03,"InternationalAssociationofSheetMetal,Air,Rail&TransportWorkers",25156 (24 in Indiana),Indiana
358,2016-01-11,2016-04-25,"InternationalCodeCouncil,Inc.",11101 (144 in Indiana),Indiana
359,2017-02-21,2016-04-24,IntexRecreationCorp.,58424 (1335 in Indiana),Indiana
360,2017-03-29,2017-03-12,IntuitInc,1048 (27 in Indiana),Indiana
361,2017-07-21,2017-06-14,IntuitInc,235 (2 in Indiana),Indiana
362,2017-08-15,2017-07-30,IntuitInc,396 (1 in Indiana),Indiana
363,2017-03-01,2017-02-09,IntuitInc,2338 (58 in Indiana),Indiana
364,2017-02-21,2017-01-30,IntuitInc,5869 (55 in Indiana),Indiana
365,2017-05-17,2017-04-30,IntuitInc,298 (1 in Indiana),Indiana
366,2017-04-17,2017-04-02,IntuitInc,845 (11 in Indiana),Indiana
367,2017-06-13,2017-04-19,IntuitInc,14592 (237 in Indiana),Indiana
368,2017-02-09,2017-01-29,IntuitInc,2969 (62 in Indiana),Indiana
369,2014-04-24,2017-04-06,IntuitInc,64 (22 in Indiana),Indiana
370,2017-05-05,2017-04-17,IntuitInc,744 (2 in Indiana),Indiana
371,2017-01-26,2017-01-12,IntuitInc,597 (8 in Indiana),Indiana
372,2017-02-01,2017-01-22,IntuitInc,519 (2 in Indiana),Indiana
373,2017-03-10,2017-02-20,IntuitInc,5123 (19 in Indiana),Indiana
374,2017-03-17,2017-02-28,IntuitInc,2822 (9 in Indiana),Indiana
375,2017-03-02,2017-01-30,IowaMutualinsuranceCompany,1 (1 in Indiana),Indiana
376,2017-05-11,2017-12-28,"ITAGroup,Inc.",176 (7 in Indiana),Indiana
377,,,IUHealthBilling*,Unknown (Unknown in Indiana),Indiana
378,2017-05-08,2016-11-01,Ives&SultanLLP,2518 (4 in Indiana),Indiana
379,2017-04-28,2016-05-01,JacksonHewittTaxServiceInc.,77178 (93 in Indiana),Indiana
380,2017-06-05,2017-01-09,"Jas.Townsend&Sons,Inc.",Unknown (45 in Indiana),Indiana
381,2017-03-17,2017-02-23,"JBProducts,AFederalProcessCompany",213 (39 in Indiana),Indiana
382,2017-02-10,2017-02-02,JennerandBlock,859 (16 in Indiana),Indiana
383,2017-06-30,2016-08-10,JennerandBlock,39 (1 in Indiana),Indiana
384,2017-08-22,2017-08-14,JeNuBioSciencesLLC,23 (1 in Indiana),Indiana
385,2017-06-07,2016-11-16,Jewelry.com,Unknown (94 in Indiana),Indiana
386,2017-02-24,2017-01-15,JoFit,4473 (47 in Indiana),Indiana
387,2017-02-24,2017-01-24,JohnDeereFinancial,64 (3 in Indiana),Indiana
388,2017-06-19,2017-04-19,JohnFLewisPC,2003 (4 in Indiana),Indiana
389,2017-02-21,2017-01-26,"JohnsDentalLaboratory,Inc.",107 (106 in Indiana),Indiana
390,2017-04-14,2017-01-16,"Johnson,Hearn,Vinegar&Gee,PLLC",7958 (2 in Indiana),Indiana
391,2014-04-24,2017-03-01,Jones&AndersonCPAGroup,2248 (2064 in Indiana),Indiana
392,2017-02-24,2017-02-14,Joseph-Beth,483 (1 in Indiana),Indiana
393,2017-08-03,2016-10-27,Juliska,Unknown (59 in Indiana),Indiana
394,2017-04-14,2017-03-31,KamaticsCorporation,6 (1 in Indiana),Indiana
395,2017-05-31,2017-03-29,"KeithM.Southwood,CPA,Inc.",1035 (1 in Indiana),Indiana
396,2017-07-18,2017-05-06,"KellerWilliamsRealty,Inc.",398142 (3046 in Indiana),Indiana
397,2017-07-27,2017-01-16,KentuckyWesleyanCollege,6100 (412 in Indiana),Indiana
398,2017-07-28,2016-08-10,KimptonHotels&Restaurants,23737 (312 in Indiana),Indiana
399,2017-01-20,2016-12-26,KindredHealthcare,Unknown (15 in Indiana),Indiana
400,2016-01-06,2016-11-21,KindredHealthcare,1 (1 in Indiana),Indiana
401,2017-05-10,2017-02-03,KindredHealthcare,Unknown (2 in Indiana),Indiana
402,2017-05-04,2017-02-08,KindredHealthcare,Unknown (2 in Indiana),Indiana
403,2017-04-03,2017-03-24,KindredHealthcare,1 (1 in Indiana),Indiana
404,2017-02-02,2016-01-18,KingMcNamaraMoriarty,6791 (4 in Indiana),Indiana
405,2017-03-07,2016-09-12,"Kobza&Associates,LLC",646 (30 in Indiana),Indiana
406,2017-07-19,2017-04-17,"Kolodziej,Elsen&FeyLLC",16 (1 in Indiana),Indiana
407,2017-03-30,2017-02-02,KrehbielandAssociatesCPA,4129 (7 in Indiana),Indiana
408,2017-08-31,2017-05-25,"Kroeschell,Inc.",1534 (20 in Indiana),Indiana
409,2017-04-10,2017-01-31,K-TekResourcingLLC,95 (1 in Indiana),Indiana
410,2017-05-15,2016-12-20,KURUFootwear,18138 (399 in Indiana),Indiana
411,2017-03-28,2017-02-04,"LanguageServicesAssociates,Inc.",1475 (3 in Indiana),Indiana
412,2017-08-28,2016-08-10,LaTorrettaLakeResort&Spa,Unknown (2 in Indiana),Indiana
413,2017-08-31,2016-08-10,L'AubergedeSedeona,718 (6 in Indiana),Indiana
414,2017-01-05,2016-10-14,LauchPointVentures,407 (1 in Indiana),Indiana
415,2017-08-16,2017-08-07,"LawyersTitleofArizona,Inc.",2 (2 in Indiana),Indiana
416,2017-05-12,2017-04-21,"LeadingEdgeFinancialPlanning,LLC",216 (2 in Indiana),Indiana
417,2017-08-15,,LegacyConsultingGroup,2164 (13 in Indiana),Indiana
418,2017-02-27,2016-11-01,"LeoEdwards,Jr.,M.D.",19564 (4 in Indiana),Indiana
419,2017-03-02,2017-02-13,"LexingtonCountyHealthServicesDistrict,Inc.",Unknown (12 in Indiana),Indiana
420,2017-01-30,2016-09-06,"LightspeedSystems,Inc.",340 (4 in Indiana),Indiana
421,2017-05-02,2017-04-01,LiptonCPAAssociatesLLC,65 (5 in Indiana),Indiana
422,2017-07-05,2016-08-29,LoewsHotels&Co.,Unknown (969 in Indiana),Indiana
423,2017-07-11,2017-05-12,"LOGANCommunityResources,Inc.",2604 (2063 in Indiana),Indiana
424,2017-04-25,2017-03-17,"LouisvilleAreaChamberofCommerce,Inc.d/b/aGreaterLouisvilleInc.",40 (3 in Indiana),Indiana
425,2017-06-01,2017-02-17,LouisvilleMetroGovernment,174 (3 in Indiana),Indiana
426,2017-02-01,2016-12-14,"M.StanleyMetz&Company,Inc.",2595 (7 in Indiana),Indiana
427,2017-07-28,2016-10-15,"M/IFinancial,LLC",2 (2 in Indiana),Indiana
428,2016-12-28,2016-10-13,"MadisonTrustCompany,Inc.",219 (7 in Indiana),Indiana
429,2017-09-08,2017-08-23,MajorLeagueLacrosse,2570 (8 in Indiana),Indiana
430,2017-02-16,2017-01-26,ManateeCountySchoolDistrict,7564 (5 in Indiana),Indiana
431,2017-08-11,2017-04-16,MarineCorpsAssociation&Foundation,3969 (90 in Indiana),Indiana
432,2017-01-19,2017-01-05,MarionCountyProsecutor'sOffice,2 (2 in Indiana),Indiana
433,,2016-10-25,MarionCountyProsecutor'sOffice,3 (3 in Indiana),Indiana
434,2017-10-16,2017-09-19,MarriottInternational,75 (1 in Indiana),Indiana
435,2017-08-29,2017-08-17,MassachusettsMutualLifeInsuranceCompany,2034 (1 in Indiana),Indiana
436,2017-05-05,2017-03-06,MassachusettsMutualLifeInsuranceCompany,40 (2 in Indiana),Indiana
437,2017-06-16,2017-02-17,"Massood&Company,PA",2709 (1 in Indiana),Indiana
438,2017-03-07,2017-02-04,"MaximCapitalEnterprises,Inc.",619 (16 in Indiana),Indiana
439,2017-03-15,2017-02-02,"MaximCraneWorks,L.P.",1114 (14 in Indiana),Indiana
440,2017-01-20,2017-01-06,"MBAConsultingServices,Inc.",360 (5 in Indiana),Indiana
441,2017-05-01,2016-09-05,"McDavid,Inc.",4777 (79 in Indiana),Indiana
442,2017-03-31,2016-03-07,McDonald'sCorporation,13 (1 in Indiana),Indiana
443,2017-05-25,2017-02-21,McLaughlinBrunsonInsuranceAgencyLLP,303 (1 in Indiana),Indiana
444,2017-02-03,2016-07-02,MDFInstruments,5677 (169 in Indiana),Indiana
445,2017-09-01,2017-06-17,"Med-Cert,Inc.",7237 (2592 in Indiana),Indiana
446,2017-02-15,2017-02-02,"MedicalDepot,Inc.",1023 (50 in Indiana),Indiana
447,2017-01-04,2016-12-05,"MED-PASS,Inc.",43 (1 in Indiana),Indiana
448,2017-03-03,2017-02-01,"MerchantsMetals,Inc.",759 (103 in Indiana),Indiana
449,2017-02-17,2017-02-08,MeridianHealthServices,1245 (1245 in Indiana),Indiana
450,2017-07-12,2017-06-04,"MichaelFriedland,LTD",622 (2 in Indiana),Indiana
451,2017-03-13,,MichelinNorthAmerica,94 (7 in Indiana),Indiana
452,2017-06-13,2017-05-05,MidAmericaClinicalLaboratories,2 (2 in Indiana),Indiana
453,2017-02-27,2017-02-05,"MihalovBarton&Burrus,LLC",1775 (1586 in Indiana),Indiana
454,2017-06-29,2016-08-10,MiravalArizonaResort&Spa,900 (10 in Indiana),Indiana
455,2017-02-02,2017-01-24,MonarchBeverageCompany,1275 (1254 in Indiana),Indiana
456,2017-05-04,2017-03-28,"Montage,Inc.",Unknown (1 in Indiana),Indiana
457,2017-04-25,,Mot1MarketingCo.Ltd.,648 (3 in Indiana),Indiana
458,2017-07-10,2016-08-01,MovementMortgage,9591 (53 in Indiana),Indiana
459,2017-08-30,2017-07-05,Mr.Cooper,8118 (184 in Indiana),Indiana
460,2017-02-24,2016-02-01,MrsPrindables,Unknown (1068 in Indiana),Indiana
461,2017-03-20,2017-02-06,Mt.ZionGeneralBaptistChurch,41 (40 in Indiana),Indiana
462,2017-02-16,2017-02-01,MutualofOmahaInsuranceCompany-SecurityBreach,1 (1 in Indiana),Indiana
463,2017-02-23,2017-02-06,"N.WasserstromandSons,Inc.",Unknown (1 in Indiana),Indiana
464,2017-05-01,2016-09-05,NathanSports,330 (7 in Indiana),Indiana
465,2017-08-08,2017-03-10,"NationalDCP,LLC",Unknown (1 in Indiana),Indiana
466,2017-03-22,2017-03-13,NationalSafetyCouncil,505 (1 in Indiana),Indiana
467,2017-06-16,2017-03-14,NationalTreasuryEmployeesUnion,443 (1 in Indiana),Indiana
468,2017-01-25,2016-12-01,NationstarMortgageLLC,32 (1 in Indiana),Indiana
469,2017-04-04,2017-03-15,NationwideMutualInsuranceCompany,462 (2 in Indiana),Indiana
470,2017-08-16,2015-04-01,NativeCanadaFootwearLtd.,Unknown (130 in Indiana),Indiana
471,2017-09-22,2017-08-08,"NCIGroup,Inc.",161 (6 in Indiana),Indiana
472,2017-05-18,2017-03-23,"Neeley-Nemeth,LLPd/b/aBartonOaksDentalGroup",17090 (12 in Indiana),Indiana
473,2017-03-02,2017-02-17,NeoshoCountyCommunityCollege,549 (1 in Indiana),Indiana
474,2017-07-12,2016-08-10,NewsCorporation,Unknown (2 in Indiana),Indiana
475,2017-07-07,2016-11-03,NewWorldHotelManagementLimited,Unknown (3 in Indiana),Indiana
476,2017-05-16,,"NicopureLabs,LLC",Unknown (695 in Indiana),Indiana
477,2017-06-15,2017-05-18,NielsenCompany,Unknown (4 in Indiana),Indiana
478,2017-07-28,2016-08-10,NobleHouseHotelsandResorts,23312 (62 in Indiana),Indiana
479,2017-05-17,2017-04-01,"NokiaNetworksandSolutionsUS,LLC",2521 (3 in Indiana),Indiana
480,2017-05-18,2017-02-09,NorthAmericanTitleCompany,255 (1 in Indiana),Indiana
481,2017-04-14,2017-01-16,"NorthmarkMedicalManagement,LLC",Unknown (19 in Indiana),Indiana
482,2017-03-13,2017-03-08,NorthParkUniversity,52 (3 in Indiana),Indiana
483,2017-04-19,2016-04-18,NorthropGrummanSystemsCorporation,1938 (6 in Indiana),Indiana
484,2017-06-29,2016-11-30,"NorthsideAnesthesiaServices,LLC",1 (1 in Indiana),Indiana
485,2016-12-29,2016-08-12,NorthsideIndependentSchoolDistrict,22921 (1 in Indiana),Indiana
486,2017-07-31,2017-03-30,NorthwestRheumatology,7468 (17 in Indiana),Indiana
487,2017-02-09,2016-09-02,OaklawnPsychiatricHospital,1 (Unknown in Indiana),Indiana
488,2017-07-12,2016-08-10,OathInc.,Unknown (4 in Indiana),Indiana
489,2017-01-13,2016-10-17,"OneMainFinancialGroup,LLC",39 (2 in Indiana),Indiana
490,2017-04-07,2016-08-27,"OneWorldDistribution,Inc.d/b/aOneWorldDirect",7552 (159 in Indiana),Indiana
491,2017-06-06,2016-11-12,OniaLLC,619 (3 in Indiana),Indiana
492,2017-07-06,2017-06-25,OpenTextCorporation,300 (1 in Indiana),Indiana
493,2017-08-31,2016-08-10,OrchardsInn,742 (10 in Indiana),Indiana
494,2016-12-29,2016-08-03,OrthopaedicsIndianapolisInc,1 (1 in Indiana),Indiana
495,2017-07-21,2016-08-10,OutriggerHotelsHawaii,221 (3 in Indiana),Indiana
496,2017-09-07,2017-07-14,OwenCountyStateBank,3 (3 in Indiana),Indiana
497,2017-08-11,2016-08-10,"PacificaHotelManagement,LLC",8179 (51 in Indiana),Indiana
498,2017-04-18,2017-01-23,PacificLutheranUniversity,955 (1 in Indiana),Indiana
499,2017-04-27,2017-01-30,PacificQuest,319 (1 in Indiana),Indiana
500,2017-07-12,2017-06-13,PacificScienceCenter,661 (1 in Indiana),Indiana
501,2017-02-24,2017-01-17,PalmBayInternational,362 (1 in Indiana),Indiana
502,2016-12-30,2016-01-29,PathGroup,1452 (46 in Indiana),Indiana
503,2017-02-13,2017-02-03,PatrickIndustries,7960 (6303 in Indiana),Indiana
504,,,"PaulStuart,Inc.",Unknown (Unknown in Indiana),Indiana
505,2017-06-14,2017-05-15,"PaulStuart,Inc.",7972 (40 in Indiana),Indiana
506,2017-04-07,2017-02-23,PayLeaseLLC,267 (1 in Indiana),Indiana
507,2017-03-03,2017-02-06,"PaySystemsofAmerica,Inc.",148 (27 in Indiana),Indiana
508,2017-02-28,2017-02-22,PCASkin,164 (1 in Indiana),Indiana
509,2017-07-06,2016-02-01,"PeachtreeNeurologicalClinic,P.C.",176295 (72 in Indiana),Indiana
510,2017-03-28,2017-02-26,"PenservPlanServices,Inc.",Unknown (Unknown in Indiana),Indiana
511,2017-03-15,2016-10-20,PeopleforPeople,857 (2 in Indiana),Indiana
512,2017-02-14,2017-02-10,PerfectlyPoshLLC,288 (1 in Indiana),Indiana
513,2017-08-11,2017-01-27,PerformantFinancialCorporation,2889 (1 in Indiana),Indiana
514,2017-01-27,2017-01-24,PikeLumberCo,269 (269 in Indiana),Indiana
515,2017-02-10,2017-01-18,"PlasticMoldingsCompany,LLCandPMCSMARTSOLUTIONSLLC",47 (34 in Indiana),Indiana
516,2017-03-08,2016-12-14,prAna,391484 (3778 in Indiana),Indiana
517,2017-05-01,2017-04-19,"PrattIndustries,Inc.",7569 (672 in Indiana),Indiana
518,2017-07-14,2016-08-10,"PreferredHotelGroup,Inc.",Unknown (844 in Indiana),Indiana
519,2017-03-23,2016-12-01,PrincetonUniversity,97 (1 in Indiana),Indiana
520,2017-03-14,2017-02-22,PrincipalLifeInsuranceCompany-SecurityBreach,114 (4 in Indiana),Indiana
521,2017-02-03,2017-01-18,PrincipalLifeInsuranceCompany-SecurityBreach,46 (1 in Indiana),Indiana
522,2017-06-02,2017-05-25,PrincipalLifeInsuranceCompany-SecurityBreach,1 (1 in Indiana),Indiana
523,2017-04-08,2017-02-18,"ProfessionalBusiness&TaxConsultingServices,Inc.",1664 (22 in Indiana),Indiana
524,2017-03-02,,"ProScanImaging,LLC",Unknown (35 in Indiana),Indiana
525,2017-03-15,2017-03-13,"Pro-Vigil,Inc.",237 (2 in Indiana),Indiana
526,2017-04-11,2017-01-09,PrudentialInsuranceCompanyofAmerica,9 (1 in Indiana),Indiana
527,2016-12-29,2016-09-06,PSAAirlines,2707 (45 in Indiana),Indiana
528,2017-02-10,2017-02-03,"PulmoRehab,LLC",2030 (9 in Indiana),Indiana
529,2017-09-06,2017-07-22,"PulteMortgage,LLC",268 (13 in Indiana),Indiana
530,2017-05-19,2017-03-08,"PunchBowl,LLC",2301 (268 in Indiana),Indiana
531,2017-02-03,2016-01-01,PurdueUniversity,1 (1 in Indiana),Indiana
532,2017-05-25,2017-04-18,"PurityCylinderGases,Inc.andAirwayOxygen,Inc.",497020 (14099 in Indiana),Indiana
533,2017-06-30,2017-05-04,PVHS-ICM Employee Health and Wellness LLC,Unknown (19 in Indiana),Indiana
534,2017-08-15,2017-05-31,QBE,418 (6 in Indiana),Indiana
535,2017-03-09,2017-02-13,"QualiChem,Inc.",84 (1 in Indiana),Indiana
536,2017-03-17,2017-02-22,QuantumHealth,737 (1 in Indiana),Indiana
537,2017-03-29,2017-02-10,"QuenchUSA,Inc.",568 (1 in Indiana),Indiana
538,2017-03-27,2017-02-14,QuestDiagnostics,1 (1 in Indiana),Indiana
539,2017-01-06,2016-05-16,R&ADesignd/b/aUnisonHome,1500 (6 in Indiana),Indiana
540,2017-03-20,,R.J.O'Brien&Associates,23 (2 in Indiana),Indiana
541,2017-03-20,2016-09-01,RandMcNally,600 (11 in Indiana),Indiana
542,2017-05-05,2016-04-12,RandMcNally,21237 (529 in Indiana),Indiana
543,2017-03-13,2017-02-21,"RayAllen,Inc.",Unknown (2 in Indiana),Indiana
544,2017-03-17,2017-01-22,"RealTruck,Inc.",43 (1 in Indiana),Indiana
545,2017-08-29,2017-08-10,"RedRoofInns,Inc.",4942 (122 in Indiana),Indiana
546,2017-03-21,2017-02-14,"RefundAdvantage,adivisionofMetaBank",4147 (5 in Indiana),Indiana
547,2017-03-30,2016-07-05,RehabilitationHospitalofIndiana,1 (1 in Indiana),Indiana
548,2017-03-30,2016-03-01,RehabilitationHospitalofIndiana,1 (1 in Indiana),Indiana
549,2017-03-30,2016-12-15,RehabilitationHospitalofIndiana,30 (30 in Indiana),Indiana
550,2017-04-12,,ReidHealth,2 (2 in Indiana),Indiana
551,2017-04-20,2017-03-06,REIHoldingCo.,638 (1 in Indiana),Indiana
552,2017-07-18,2016-08-10,"RemingtonLodging&Hospitality,LLC",Unknown (154 in Indiana),Indiana
553,2017-05-04,,RepublicBankCorporateCenter,32600 (39 in Indiana),Indiana
554,2017-06-06,2017-04-24,RevlonConsumerProductsCorporation,149 (1 in Indiana),Indiana
555,2017-09-20,2017-08-24,"RichardE.Munoz,CPA",564 (2 in Indiana),Indiana
556,2017-05-18,,"Ricoh USA, Inc.",114 (2 in Indiana),Indiana
557,2017-05-17,2017-01-30,RiteAidCorporation,18680 (113 in Indiana),Indiana
558,2017-06-07,2017-04-18,"RJD,LLCd/b/aGuardianTechnologies,LLC",Unknown (1 in Indiana),Indiana
559,2017-03-08,2016-03-03,Road&RailServices,2221 (211 in Indiana),Indiana
560,2017-02-24,2015-07-30,"RobertsHawaii,Inc.",30180 (217 in Indiana),Indiana
561,2017-08-18,2017-08-10,ROCORealEstateLLC,755 (30 in Indiana),Indiana
562,2017-02-24,2016-10-11,Rod'sWesternPalace,Unknown (876 in Indiana),Indiana
563,2017-08-14,2017-07-27,RoundPointMortgageServicingCorporation,18 (1 in Indiana),Indiana
564,2017-03-07,2017-02-22,"RussellInvestmentsGroup,LLC",1580 (2 in Indiana),Indiana
565,2017-08-18,2017-03-01,"Rutherford,MacDonald&OlsonP.C.",6000 (1 in Indiana),Indiana
566,2017-08-07,2017-05-25,"SaddleRidgePartners,LLC,dbaWizardLabs",4062 (109 in Indiana),Indiana
567,2017-01-04,2016-10-10,SafariLtd.,69 (2 in Indiana),Indiana
568,2017-07-18,2016-08-10,SageHospitalityLLC,Unknown (2 in Indiana),Indiana
569,2017-04-13,2016-04-01,SaintGobainCorporation,143 (4 in Indiana),Indiana
570,2017-07-24,2016-08-10,Saint-GobainCorporation,50 (2 in Indiana),Indiana
571,2017-06-29,2017-06-06,SaintMaryoftheWoodsCollege,2 (2 in Indiana),Indiana
572,2017-08-16,2017-06-18,SalinaFamilyHealthcareCenter,77337 (54 in Indiana),Indiana
573,2017-07-28,2016-08-10,SaltHotelsLLC,3400 (unknown in Indiana),Indiana
574,2017-02-13,2017-02-06,SanDiegoChristianCollege,361 (1 in Indiana),Indiana
575,2017-03-30,2017-01-20,"Sarnova,Inc.",720 (5 in Indiana),Indiana
576,2017-07-17,2016-08-10,"SBEENTHoldings,LLC",80000 (Unknown in Indiana),Indiana
577,2017-01-27,2016-12-02,"ScholarChipCard,LLC",7229 (588 in Indiana),Indiana
578,2017-03-21,2017-01-18,SchurmanFinePapersdbaSchurmanRetailGroup,2652 (30 in Indiana),Indiana
579,2017-05-17,2017-05-03,ScientificGamesCorporation,280 (1 in Indiana),Indiana
580,2017-03-24,2017-01-25,ScivationInc.,70 (1 in Indiana),Indiana
581,2017-01-31,2017-01-30,"Scotty'sHoldings,LLC",3521 (2941 in Indiana),Indiana
582,2017-05-30,2017-04-17,"ScoutEnergyManagement,LLC",6658 (16 in Indiana),Indiana
583,2017-02-15,2017-02-02,"SEKOWorldwide,LLC",256 (1 in Indiana),Indiana
584,2017-02-02,2017-01-31,SharedImaging,197 (4 in Indiana),Indiana
585,2017-05-01,2016-09-05,"ShockDoctor,Inc.",2420 (42 in Indiana),Indiana
586,2017-08-08,2017-04-27,"ShoeStation,Inc.",3379 (31 in Indiana),Indiana
587,2017-02-10,2017-01-30,"Showpay,LLC",1230 (4 in Indiana),Indiana
588,2017-03-29,2016-12-11,ShowTix4U,27833 (164 in Indiana),Indiana
589,2017-09-19,2017-06-08,"SignatorInvestors,Inc.",7408 (17 in Indiana),Indiana
